	sk_unidade	pk_lancamento	cd_lancamento	sk_conta_financeira	dt_vencimento	dt_mes_referencia	vl_total_nf	dt_venc_parcela	sk_fornecedor	dt_realizacao	vl_realizacao	ds_observacao	dt_emissao_nf_doc	dt_inclusao	cd_nf_doc	cd_parcela	vl_juros	vl_descontos	tp_lancamento	sk_normal_centro_custos	tp_forma_pgto	cd_documento	tp_situacao	cd_centro_custos	cd_conta_financeira	cd_fornecedor	ds_centro_custo	ds_conta_bancaria	ds_conta_financeira	ds_fornecedor	ds_normal_centro_custos	ds_normal_conta_financeira	ds_unidade	sk_normal_conta_financeira	vl_parcela	cd_agencia	cd_conta_bancaria	dt_saldo_inicial	vl_saldo_inicial	sk_conta_bancaria
24	1	20	20	69	2023-02-07	2023-03-01	3495.0	2023-02-07	4	2023-02-01	3495.0	Reforma de apartamento do hospital				0	0.0	0.0		3			PAGO	3	69.0	4	CONSULTÓRIOS	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Ambulatorio	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	3495.0	123.0	78956.0	2023-01-01	2238863.82	1.0
25	1	21	21	69	2023-02-14	2023-03-01	4135.0	2023-02-14	4	2023-02-01	4135.0	Reforma de apartamento do hospital			7	0	0.0	0.0		5			PAGO	6	69.0	4	TERAPIA INTENSIVA	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	UTI	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	4135.0	123.0	78956.0	2023-01-01	2238863.82	1.0
26	1	22	22	69	2023-02-22	2023-03-01	3000.0	2023-02-22	4	2023-02-01	3000.0	Reforma de apartamento do hospital			8	0	0.0	0.0		7			PAGO	17	69.0	4	TECNOLOGIA DA INFORMAÇÃO	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Tecnologia Informacao	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	3000.0	123.0	78956.0	2023-01-01	2238863.82	1.0
27	1	23	23	69	2023-02-28	2023-03-01	1470.0	2023-02-28	4	2023-03-01	1470.0	Serviços de manutencao e reforma			9	0	0.0	0.0		5			PAGO	6	69.0	4	TERAPIA INTENSIVA	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	UTI	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1470.0	123.0	78956.0	2023-01-01	2238863.82	1.0
28	1	24	24	69	2023-03-09	2023-03-01	2000.0	2023-03-09	4	2023-03-01	2000.0	Serviços de manutencao e reforma			20230012	0	0.0	0.0		8			PAGO	18	69.0	4	FARMÁCIA	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Farmacia	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2000.0	123.0	78956.0	2023-01-01	2238863.82	1.0
29	1	25	25	69	2023-04-06	2023-03-01	2380.0	2023-04-06	4	2023-04-01	2380.0	REFORMA DE APARTAMENTO DO HOSPITAL			202300013	0	0.0	0.0		3			PAGO	3	69.0	4	CONSULTÓRIOS	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Ambulatorio	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2380.0	123.0	78956.0	2023-01-01	2238863.82	1.0
30	1	26	26	69	2023-05-11	2023-03-01	1760.0	2023-05-11	4	2023-05-01	1760.0	Serviços de manutencao e reforma			23017	0	0.0	0.0		2			PAGO	2	69.0	4	CENTRO CIRÚRGICO	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Centro Cirurgico	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1760.0	123.0	78956.0	2023-01-01	2238863.82	1.0
31	1	27	27	69	2023-06-09	2023-03-01	680.0	2023-06-09	4	2023-06-01	680.0	Serviços de manutencao e reforma			20-2023	0	0.0	0.0		3			PAGO	3	69.0	4	CONSULTÓRIOS	GERAL	SERV.OBRAS E REFORMAS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 27	Ambulatorio	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	680.0	123.0	78956.0	2023-01-01	2238863.82	1.0
32	1	28	28	73	2023-01-05	2023-03-01	2370.0	2023-01-05	5	2023-01-01	2370.0	Contrato de manutenção de ar condicionado			20232	0	0.0	0.0		8			PAGO	18	73.0	5	FARMÁCIA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	Farmacia	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2370.0	123.0	78956.0	2023-01-01	2238863.82	1.0
33	1	29	29	73	2023-02-06	2023-03-01	2370.0	2023-02-06	5	2023-02-01	2370.0	Contrato de manutenção de ar condicionado			20232	0	0.0	0.0		1			PAGO	1	73.0	5	PRONTO SOCORRO	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	Pronto Atendimento	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2370.0	123.0	78956.0	2023-01-01	2238863.82	1.0
34	1	30	30	73	2023-03-05	2023-03-01	2370.0	2023-03-05	5	2023-03-01	2370.0	Contrato de manutenção de ar condicionado			20232	0	0.0	0.0		5			PAGO	6	73.0	5	TERAPIA INTENSIVA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	UTI	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2370.0	123.0	78956.0	2023-01-01	2238863.82	1.0
35	1	31	31	73	2023-03-14	2023-03-01	2279.0	2023-03-14	5	2023-03-01	2279.0	Contrato de manutenção de ar condicionado			12	0	0.0	0.0		8			PAGO	18	73.0	5	FARMÁCIA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	Farmacia	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2279.0	123.0	78956.0	2023-01-01	2238863.82	1.0
36	1	32	32	73	2023-03-28	2023-03-01	2278.0	2023-03-28	5	2023-03-01	2278.0	Contrato de manutenção de ar condicionado			12	0	0.0	0.0		4			PAGO	4	73.0	5	UI POSTO 1	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	UI	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2278.0	123.0	78956.0	2023-01-01	2238863.82	1.0
37	1	32	32	73	2023-03-28	2023-03-01	2278.0	2023-03-28	5	2023-03-01	2278.0	Contrato de manutenção de ar condicionado			12	0	0.0	0.0		4			PAGO	5	73.0	5	UI POSTO 2	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	UI	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2278.0	123.0	78956.0	2023-01-01	2238863.82	1.0
38	1	33	33	73	2023-04-11	2023-03-01	2278.0	2023-04-11	5	2023-04-01	2278.0	Contrato de manutenção de ar condicionado			12	0	0.0	0.0		8			PAGO	18	73.0	5	FARMÁCIA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 917	Farmacia	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	2278.0	123.0	78956.0	2023-01-01	2238863.82	1.0
39	1	34	34	38	2023-03-03	2023-03-01	1900.0	2023-03-03	6	2023-03-01	1900.0	Servicos assistenciais prestados por terceiros - Enfermeiro			RECIBO	0	0.0	0.0		2			PAGO	2	38.0	6	CENTRO CIRÚRGICO	GERAL	OUTROS SERVICOS ASSISTENCIAIS (SERVICOS MEDICOS E ASSISTENCIAIS)	FORNECEDOR 568	Centro Cirurgico	SERVICOS MEDICOS E ASSISTENCIAIS	D	9.0	1900.0	123.0	78956.0	2023-01-01	2238863.82	1.0
40	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	7	73.0	7	FATURAMENTO	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
41	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	8	73.0	7	FINANCEIRO	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
42	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	9	73.0	7	LAVANDERIA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
43	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	10	73.0	7	HIGIENIZAÇÃO E LIMPEZA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
44	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	11	73.0	7	GERÊNCIA DE HOTELARIA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
45	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	12	73.0	7	ADMINISTRAÇÃO	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
46	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	13	73.0	7	RECEPÇÃO CENTRAL	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
47	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	14	73.0	7	CCIH	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
48	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	15	73.0	7	DIRETORIA TÉCNICA	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
49	1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				1551	0	0.0	0.0		6			PAGO	16	73.0	7	SAME/ARQUIVOS MÉDICOS	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 556	Geral	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	1525.0	123.0	78956.0	2023-01-01	2238863.82	1.0
50	1	36	36	73	2023-05-31	2023-03-01	60.0	2023-05-31	8	2023-05-01	60.0				77065	0	0.0	0.0		2			PAGO	2	73.0	8	CENTRO CIRÚRGICO	GERAL	MANUTENCAO DE MAQUINAS E EQUIPAMENTOS (MANUTENCAO E ASSISTENCIA TECNICA)	FORNECEDOR 538	Centro Cirurgico	MANUTENCAO E ASSISTENCIA TECNICA	D	14.0	60.0	123.0	78956.0	2023-01-01	2238863.82	1.0
51	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	7	47.0	9	FATURAMENTO	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
52	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	8	47.0	9	FINANCEIRO	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
53	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	9	47.0	9	LAVANDERIA	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
54	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	10	47.0	9	HIGIENIZAÇÃO E LIMPEZA	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
55	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	11	47.0	9	GERÊNCIA DE HOTELARIA	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
56	1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			169622	0	0.0	0.0		6			PAGO	12	47.0	9	ADMINISTRAÇÃO	GERAL	MATERIAL DESCARTAVEL (CONSUMO DE MATERIAIS GERAIS)	FORNECEDOR 191	Geral	CONSUMO DE MATERIAIS GERAIS	D	11.0	1013.99	123.0	78956.0	2023-01-01	2238863.82	1.0
