sk_unidade	pk_lancamento	cd_lancamento	sk_conta_financeira	dt_vencimento	dt_mes_referencia	vl_total_nf	dt_venc_parcela	sk_fornecedor	dt_realizacao	vl_realizacao	ds_observacao	dt_emissao_nf_doc	dt_inclusao	cd_nf_doc	sk_conta_bancaria	cd_parcela	vl_juros	vl_descontos	tp_lancamento	sk_centro_custos	tp_forma_pgto	cd_documento	tp_situacao
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	14	14	69	2023-01-04	2023-03-01	3120.0	2023-01-04	4	2023-01-01	3120.0	REFORMA			0000020231	1	0	0.0	0.0		6			PAGO
1	15	15	69	2023-01-09	2023-03-01	4310.0	2023-01-09	4	2023-01-01	4310.0	REFORMA			0000202302	1	0	0.0	0.0		1			PAGO
1	16	16	69	2023-01-16	2023-03-01	2940.0	2023-01-16	4	2023-01-01	2940.0	REFORMA			0000000003	1	0	0.0	0.0		4			PAGO
1	16	16	69	2023-01-16	2023-03-01	2940.0	2023-01-16	4	2023-01-01	2940.0	REFORMA			0000000003	1	0	0.0	0.0		4			PAGO
1	17	17	69	2023-06-09	2023-03-01	3080.0	2023-06-09	4	2023-06-01	3080.0	Serviços de manutencao e reforma			0000202023	1	0	0.0	0.0		7			PAGO
1	18	18	69	2023-01-24	2023-03-01	2500.0	2023-01-24	4	2023-01-01	2500.0	REFORMA DE APARTAMENTO DO HOSPITAL			0000000004	1	0	0.0	0.0		2			PAGO
1	19	19	69	2023-02-01	2023-03-01	3360.0	2023-02-01	4	2023-02-01	3360.0	Reforma de apartamento do hospital			0000000005	1	0	0.0	0.0		3			PAGO
1	20	20	69	2023-02-07	2023-03-01	3495.0	2023-02-07	4	2023-02-01	3495.0	Reforma de apartamento do hospital			0000000nan	1	0	0.0	0.0		3			PAGO
1	21	21	69	2023-02-14	2023-03-01	4135.0	2023-02-14	4	2023-02-01	4135.0	Reforma de apartamento do hospital			0000000007	1	0	0.0	0.0		5			PAGO
1	22	22	69	2023-02-22	2023-03-01	3000.0	2023-02-22	4	2023-02-01	3000.0	Reforma de apartamento do hospital			0000000008	1	0	0.0	0.0		7			PAGO
1	23	23	69	2023-02-28	2023-03-01	1470.0	2023-02-28	4	2023-03-01	1470.0	Serviços de manutencao e reforma			0000000009	1	0	0.0	0.0		5			PAGO
1	24	24	69	2023-03-09	2023-03-01	2000.0	2023-03-09	4	2023-03-01	2000.0	Serviços de manutencao e reforma			0020230012	1	0	0.0	0.0		8			PAGO
1	25	25	69	2023-04-06	2023-03-01	2380.0	2023-04-06	4	2023-04-01	2380.0	REFORMA DE APARTAMENTO DO HOSPITAL			0202300013	1	0	0.0	0.0		3			PAGO
1	26	26	69	2023-05-11	2023-03-01	1760.0	2023-05-11	4	2023-05-01	1760.0	Serviços de manutencao e reforma			0000023017	1	0	0.0	0.0		2			PAGO
1	27	27	69	2023-06-09	2023-03-01	680.0	2023-06-09	4	2023-06-01	680.0	Serviços de manutencao e reforma			0000202023	1	0	0.0	0.0		3			PAGO
1	28	28	73	2023-01-05	2023-03-01	2370.0	2023-01-05	5	2023-01-01	2370.0	Contrato de manutenção de ar condicionado			0000020232	1	0	0.0	0.0		8			PAGO
1	29	29	73	2023-02-06	2023-03-01	2370.0	2023-02-06	5	2023-02-01	2370.0	Contrato de manutenção de ar condicionado			0000020232	1	0	0.0	0.0		1			PAGO
1	30	30	73	2023-03-05	2023-03-01	2370.0	2023-03-05	5	2023-03-01	2370.0	Contrato de manutenção de ar condicionado			0000020232	1	0	0.0	0.0		5			PAGO
1	31	31	73	2023-03-14	2023-03-01	2279.0	2023-03-14	5	2023-03-01	2279.0	Contrato de manutenção de ar condicionado			0000000012	1	0	0.0	0.0		8			PAGO
1	32	32	73	2023-03-28	2023-03-01	2278.0	2023-03-28	5	2023-03-01	2278.0	Contrato de manutenção de ar condicionado			0000000012	1	0	0.0	0.0		4			PAGO
1	32	32	73	2023-03-28	2023-03-01	2278.0	2023-03-28	5	2023-03-01	2278.0	Contrato de manutenção de ar condicionado			0000000012	1	0	0.0	0.0		4			PAGO
1	33	33	73	2023-04-11	2023-03-01	2278.0	2023-04-11	5	2023-04-01	2278.0	Contrato de manutenção de ar condicionado			0000000012	1	0	0.0	0.0		8			PAGO
1	34	34	38	2023-03-03	2023-03-01	1900.0	2023-03-03	6	2023-03-01	1900.0	Servicos assistenciais prestados por terceiros - Enfermeiro			0000RECIBO	1	0	0.0	0.0		2			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	35	35	73	2023-06-10	2023-03-01	1525.0	2023-06-10	7	2023-06-01	1525.0				0000001551	1	0	0.0	0.0		6			PAGO
1	36	36	73	2023-05-31	2023-03-01	60.0	2023-05-31	8	2023-05-01	60.0				0000077065	1	0	0.0	0.0		2			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	37	37	47	2023-02-17	2023-03-01	1013.99	2023-02-17	9	2023-02-01	1013.99	Materiais Descartaveis Cozinha			0000169622	1	0	0.0	0.0		6			PAGO
1	38	38	47	2023-04-19	2023-03-01	1013.99	2023-04-19	9	2023-04-01	1013.99	Materiais Descartaveis Cozinha			0000171382	1	0	0.0	0.0		3			PAGO
1	39	39	47	2023-06-21	2023-03-01	2027.97	2023-06-21	10	2023-06-01	2027.97	Materiais Descartaveis Cozinha			0000173321	1	0	0.0	0.0		1			PAGO
1	40	40	51	2023-05-05	2023-03-01	12.0	2023-05-05	11	2023-05-01	12.0	Alimentos em geral			0000321624	1	0	0.0	0.0		2			PAGO
1	41	41	51	2023-06-12	2023-03-01	39.0	2023-06-12	11	2023-06-01	39.0	Alimentos em geral			0000120623	1	0	0.0	0.0		5			PAGO
1	42	42	71	2023-01-27	2023-03-01	450.0	2023-01-27	12	2023-01-01	450.0	Pecas e materiais de manutencao			0000010870	1	0	0.0	0.0		4			PAGO
1	42	42	71	2023-01-27	2023-03-01	450.0	2023-01-27	12	2023-01-01	450.0	Pecas e materiais de manutencao			0000010870	1	0	0.0	0.0		4			PAGO
1	43	43	69	2023-02-26	2023-03-01	470.0	2023-02-26	12	2023-02-01	470.0	Reforma			0000011148	1	0	0.0	0.0		8			PAGO
1	44	44	73	2023-04-29	2023-03-01	192.0	2023-04-29	12	2023-05-01	192.0	Manutencao			0000011600	1	0	0.0	0.0		8			PAGO
1	45	45	69	2023-03-16	2023-03-01	840.0	2023-03-16	13	2023-03-01	840.0	Reforma			0000000016	1	0	0.0	0.0		5			PAGO
1	46	46	82	2023-06-07	2023-03-01	260.0	2023-06-07	13	2023-06-01	260.0	Aplicacao de pelicula			0000000048	1	0	0.0	0.0		3			PAGO
1	47	47	73	2023-03-20	2023-03-01	100.0	2023-03-20	14	2023-03-01	100.0	Conserto de máquina de secar roupa			0000RECIBO	1	0	0.0	0.0		2			PAGO
1	48	48	20	2023-04-28	2023-03-01	1931.26	2023-04-28	15	2023-04-01	1931.26	FERIAS ANA MARCIA COSTA SOUSA			0000FERIAS	1	0	0.0	0.0		1			PAGO
1	49	49	87	2023-01-20	2023-03-01	1500.0	2023-01-20	16	2023-01-01	1500.0	Assessoria em suprimentos			0000000001	1	0	0.0	0.0		7			PAGO
1	50	50	87	2023-01-20	2023-03-01	250.0	2023-01-20	16	2023-01-01	250.0	Assessoria em suprimentos			0000000002	1	0	0.0	0.0		1			PAGO
1	51	51	87	2023-02-22	2023-03-01	1750.0	2023-02-22	16	2023-02-01	1750.0	Assessoria em suprimentos			0000000003	1	0	0.0	0.0		1			PAGO
1	52	52	87	2023-03-21	2023-03-01	1500.0	2023-03-21	16	2023-03-01	1500.0	Assessoria em suprimentos			0000000nan	1	0	0.0	0.0		5			PAGO
1	53	53	87	2023-05-08	2023-03-01	1500.0	2023-05-08	16	2023-05-01	1500.0	Assessoria em suprimentos			0000000005	1	0	0.0	0.0		5			PAGO
1	54	54	20	2023-06-30	2023-03-01	1857.43	2023-06-30	17	2023-06-01	1857.43	FERIAS ANDRESSA VICTORIA MATOS SOUZA			0000000F01	1	0	0.0	0.0		1			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	55	55	68	2023-01-27	2023-03-01	300.0	2023-01-27	18	2023-01-01	300.0	VASO DE DECORAÇÃO			0005338706	1	0	0.0	0.0		6			PAGO
1	56	56	71	2023-02-22	2023-03-01	1430.0	2023-02-22	18	2023-02-01	1430.0	Vasos artesanais			0005371583	1	0	0.0	0.0		1			PAGO
1	57	57	82	2023-03-10	2023-03-01	450.0	2023-03-10	18	2023-03-01	450.0	Reforma - vasos artesanais			0005424070	1	0	0.0	0.0		4			PAGO
1	57	57	82	2023-03-10	2023-03-01	450.0	2023-03-10	18	2023-03-01	450.0	Reforma - vasos artesanais			0005424070	1	0	0.0	0.0		4			PAGO
1	58	58	35	2023-02-01	2023-03-01	4500.0	2023-02-01	19	2023-02-01	4500.0	Repasse médico			0000000nan	1	0	0.0	0.0		2			PAGO
1	59	59	35	2023-02-23	2023-03-01	3500.0	2023-02-23	19	2023-02-01	3500.0	Repasse médico			0000RECIBO	1	0	0.0	0.0		8			PAGO
1	60	60	82	2023-02-15	2023-03-01	620.0	2023-02-15	20	2023-02-01	620.0	Parapeito, corrimao e mesas da lanchonete			0000000001	1	0	0.0	0.0		5			PAGO
1	61	61	82	2023-05-19	2023-03-01	275.0	2023-05-19	20	2023-05-01	275.0	Producao de moveis			0000000003	1	0	0.0	0.0		3			PAGO
1	62	62	71	2023-02-15	2023-03-01	661.0	2023-02-15	20	2023-02-01	661.0	Parapeito, corrimao e mesas da lanchonete			0000000001	1	0	0.0	0.0		3			PAGO
1	63	63	69	2023-03-16	2023-03-01	1100.0	2023-03-16	20	2023-03-01	1100.0				0000000002	1	0	0.0	0.0		1			PAGO
1	64	64	76	2023-04-19	2023-03-01	717.95	2023-04-19	21	2023-04-01	717.95	Sistema de compras			0000018792	1	0	0.0	0.0		5			PAGO
1	65	65	76	2023-05-10	2023-03-01	717.95	2023-05-10	21	2023-05-01	717.95	Sistema de compras			0000019270	1	0	0.0	0.0		2			PAGO
1	66	66	76	2023-06-16	2023-03-01	717.95	2023-06-16	21	2023-06-01	717.95	Aplicativo recepção - Whatsapp Business			0000019937	1	0	0.0	0.0		7			PAGO
1	67	67	71	2023-02-22	2023-03-01	721.47	2023-02-22	22	2023-02-01	721.47	Materiais para reforma			0000007505	1	0	0.0	0.0		7			PAGO
1	68	68	68	2022-12-30	2023-03-01	350.0	2022-12-30	23	2023-01-01	350.0	Aluguel de equipamentos reforma			0000420607	1	0	0.0	0.0		1			PAGO
1	69	69	68	2023-01-30	2023-03-01	198.34	2023-01-30	23	2023-01-01	198.34	ALUGUEL DE ENCERADEIRA			0000420608	1	0	0.0	0.0		3			PAGO
1	70	70	71	2023-03-13	2023-03-01	43.5	2023-03-13	23	2023-03-01	43.5	Painel metalico			0000433646	1	0	0.0	0.0		2			PAGO
1	71	71	68	2023-06-08	2023-03-01	455.0	2023-06-08	23	2023-06-01	455.0	Locacao de betoneira			0000046016	1	0	0.0	0.0		8			PAGO
1	72	72	71	2023-02-11	2023-03-01	76.36	2023-02-11	23	2023-02-01	76.36	Compra de painel metalico			0000433645	1	0	0.0	0.0		4			PAGO
1	72	72	71	2023-02-11	2023-03-01	76.36	2023-02-11	23	2023-02-01	76.36	Compra de painel metalico			0000433645	1	0	0.0	0.0		4			PAGO
1	73	73	68	2023-03-14	2023-03-01	41.32	2023-03-14	23	2023-03-01	41.32	Reforma			0000450882	1	0	0.0	0.0		2			PAGO
1	74	74	68	2023-03-14	2023-03-01	71.99	2023-03-14	23	2023-03-01	71.99	Reforma			0000450872	1	0	0.0	0.0		3			PAGO
1	75	75	68	2023-04-12	2023-03-01	43.5	2023-04-12	23	2023-04-01	43.5	Reforma			0000433647	1	0	0.0	0.0		7			PAGO
1	76	76	71	2023-05-12	2023-03-01	43.5	2023-05-12	23	2023-05-01	43.5	Painel metalico			0000043364	1	0	0.0	0.0		7			PAGO
1	77	77	56	2023-01-30	2023-03-01	340.0	2023-01-30	23	2023-01-01	340.0	Aluguel de betoneira			0000447611	1	0	0.0	0.0		5			PAGO
1	78	78	71	2023-02-22	2023-03-01	2738.5	2023-02-22	24	2023-02-01	2738.5	Reforma			0000001034	1	0	0.0	0.0		3			PAGO
1	79	79	71	2023-03-22	2023-03-01	2738.5	2023-03-22	24	2023-03-01	2738.5	Material de reforma			0000001034	1	0	0.0	0.0		3			PAGO
1	80	80	71	2023-04-19	2023-03-01	2738.5	2023-04-19	24	2023-04-01	2738.5	Reforma			0000001034	1	0	0.0	0.0		7			PAGO
1	81	81	71	2023-05-17	2023-03-01	2738.5	2023-05-17	24	2023-05-01	2738.5				0000001034	1	0	0.0	0.0		2			PAGO
1	82	82	82	2023-03-02	2023-03-01	400.0	2023-03-02	25	2023-03-01	400.0	Mao de obra de jardinagem			0000000009	1	0	0.0	0.0		7			PAGO
1	83	83	72	2023-02-28	2023-03-01	200.0	2023-02-28	21	2023-02-01	200.0	Manutencao de equipamentos			0000000007	1	0	0.0	0.0		3			PAGO
1	84	84	72	2023-04-04	2023-03-01	500.0	2023-04-04	21	2023-04-01	500.0				0000000023	1	0	0.0	0.0		1			PAGO
1	85	85	72	2023-04-06	2023-03-01	1389.0	2023-04-06	21	2023-04-01	1389.0				0000000023	1	0	0.0	0.0		1			PAGO
1	86	86	51	2023-06-27	2023-03-01	418.09	2023-06-27	26	2023-06-01	418.09	Generos alimenticios			0000048545	1	0	0.0	0.0		4			PAGO
1	86	86	51	2023-06-27	2023-03-01	418.09	2023-06-27	26	2023-06-01	418.09	Generos alimenticios			0000048545	1	0	0.0	0.0		4			PAGO
1	87	87	54	2023-05-05	2023-03-01	109.1	2023-05-05	26	2023-05-01	109.1				0000205788	1	0	0.0	0.0		3			PAGO
1	88	88	51	2023-01-03	2023-03-01	158.89	2023-01-03	26	2023-01-01	158.89	Alimentos em geral			0000047312	1	0	0.0	0.0		1			PAGO
1	89	89	51	2023-01-24	2023-03-01	185.38	2023-01-24	26	2023-01-01	185.38	Alimentos em geral			0000047464	1	0	0.0	0.0		5			PAGO
1	90	90	51	2023-01-31	2023-03-01	172.58	2023-01-31	26	2023-01-01	172.58	Alimentos em geral			0000047493	1	0	0.0	0.0		4			PAGO
1	90	90	51	2023-01-31	2023-03-01	172.58	2023-01-31	26	2023-01-01	172.58	Alimentos em geral			0000047493	1	0	0.0	0.0		4			PAGO
1	91	91	51	2023-02-06	2023-03-01	67.01	2023-02-06	26	2023-02-01	67.01				0000047534	1	0	0.0	0.0		7			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	92	92	51	2023-02-07	2023-03-01	153.56	2023-02-07	26	2023-02-01	153.56				0000021927	1	0	0.0	0.0		6			PAGO
1	93	93	51	2023-02-14	2023-03-01	221.02	2023-02-14	26	2023-02-01	221.02				0000047602	1	0	0.0	0.0		2			PAGO
1	94	94	51	2023-02-16	2023-03-01	95.88	2023-02-16	26	2023-02-01	95.88				0000027183	1	0	0.0	0.0		3			PAGO
1	95	95	51	2023-02-22	2023-03-01	153.38	2023-02-22	26	2023-02-01	153.38				0000022031	1	0	0.0	0.0		3			PAGO
1	96	96	51	2023-02-28	2023-03-01	140.82	2023-02-28	26	2023-02-01	140.82				0000317800	1	0	0.0	0.0		4			PAGO
1	96	96	51	2023-02-28	2023-03-01	140.82	2023-02-28	26	2023-02-01	140.82				0000317800	1	0	0.0	0.0		4			PAGO
1	97	97	51	2023-03-07	2023-03-01	217.98	2023-03-07	26	2023-03-01	217.98	Alimentos em geral			0000022132	1	0	0.0	0.0		1			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	98	98	51	2023-03-14	2023-03-01	154.72	2023-03-14	26	2023-03-01	154.72	Alimentos em geral			0000022184	1	0	0.0	0.0		6			PAGO
1	99	99	51	2023-03-21	2023-03-01	157.59	2023-03-21	26	2023-03-01	157.59	Alimentos em geral			0000022220	1	0	0.0	0.0		8			PAGO
1	100	100	51	2023-03-29	2023-03-01	203.92	2023-03-29	26	2023-03-01	203.92	Alimentos em geral			0000022271	1	0	0.0	0.0		1			PAGO
1	101	101	51	2023-04-04	2023-03-01	204.05	2023-04-04	26	2023-04-01	204.05	Alimentos em geral			0000022353	1	0	0.0	0.0		1			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	102	102	51	2023-04-10	2023-03-01	148.85	2023-04-10	26	2023-04-01	148.85	Alimentos em geral			0000047971	1	0	0.0	0.0		6			PAGO
1	103	103	51	2023-04-11	2023-03-01	200.34	2023-04-11	26	2023-04-01	200.34	Alimentos em geral			0000022406	1	0	0.0	0.0		8			PAGO
